address,price,floor,area,year_built,rooms,elevator,parking,warehouse,district_code,price_per_sqm,building_age,area_level,area_bin,area_x_rooms,elevator_high_floor,area_bin_encoded,area_level_encoded,area_level_num,area_bin_num
افسریه,7000000000000.0,2,95,1403,2,1,1,1,17,73684210526.0,1,Luxury,50-100,190,0,3,1,3,2
ظفر,17000000000.0,2,133,1380,3,1,1,1,166,127819548.9,24,Medium,100-150,399,0,0,2,2,3
سعادت‌آباد,105000000000.0,5,301,1403,3,1,1,1,114,348837209.3,1,Luxury,200+,903,1,2,1,3,5
نیاوران,69000000000.0,5,290,1400,4,1,1,1,200,237931034.5,4,Luxury,200+,1160,1,2,1,3,5
شهر‌زیبا,2600000000.0,2,61,1397,2,0,1,1,154,42622950.82,7,Low,50-100,122,0,3,0,1,2
باغ فیض,13000000000.0,4,95,1393,2,1,1,1,35,136842105.3,11,Medium,50-100,190,1,3,2,2,2
زمزم,6700000000.0,1,137,1402,2,1,1,1,104,48905109.49,2,Low,100-150,274,0,0,0,1,3
زهتابی,3234000000.0,4,77,1389,2,0,1,0,106,42000000.0,15,Low,50-100,154,0,3,0,1,2
کامرانیه,90000000000.0,10,390,1385,4,1,1,1,223,230769230.8,19,Luxury,200+,1560,1,2,1,3,5
تجریش,20000000000.0,2,133,-1,2,1,1,1,43,150375939.8,1405,Luxury,100-150,266,0,0,1,3,3
یوسف‌آباد,46000000000.0,1,215,1403,4,1,1,1,236,213953488.4,1,Luxury,200+,860,0,2,1,3,5
پونک,10350000000.0,3,77,1398,2,1,1,1,217,134415584.4,6,Medium,50-100,154,0,3,2,2,2
خواجه نظام الملک,3900000000.0,1,54,1393,1,1,1,1,82,72222222.22,11,Medium,50-100,54,0,3,2,2,2
جنت‌آباد شمالی,6350000000.0,2,66,1397,1,1,1,1,56,96212121.21,7,Medium,50-100,66,0,3,2,2,2
جنت‌آباد مرکزی,16000000000.0,6,121,1395,3,1,1,1,57,132231405.0,9,Medium,100-150,363,1,0,2,2,3
ستارخان,6290000000.0,2,81,1382,2,0,1,1,111,77654320.99,22,Medium,50-100,162,0,3,2,2,2
جنت‌آباد مرکزی,14000000000.0,1,105,1403,2,1,1,1,57,133333333.3,1,Medium,100-150,210,0,0,2,2,3
هاشمی,4000000000.0,3,53,1395,1,1,1,1,203,75471698.11,9,Medium,50-100,53,0,3,2,2,2
بریانک,2500000000.0,2,40,1386,1,0,1,1,36,62500000.0,18,Medium,<50,40,0,4,2,2,1
فرمانیه,44000000000.0,4,200,1388,3,1,1,1,172,220000000.0,16,Luxury,150-200,600,1,1,1,3,4
یوسف‌آباد,24000000000.0,3,131,1403,2,1,1,1,236,183206106.9,1,Luxury,100-150,262,0,0,1,3,3
اباذر,6997000000.0,2,65,1385,1,0,1,1,8,107646153.8,19,Medium,50-100,65,0,3,2,2,2
چیتگر,8000000000.0,11,118,1402,2,1,1,1,220,67796610.17,2,Medium,100-150,236,1,0,2,2,3
جنت‌آباد مرکزی,20000000000.0,6,125,1403,3,1,1,1,57,160000000.0,1,Luxury,100-150,375,1,0,1,3,3
کامرانیه,45000000000.0,6,224,1388,3,1,1,1,223,200892857.1,16,Luxury,200+,672,1,2,1,3,5
جیحون,4600000000.0,1,58,1395,1,1,1,1,61,79310344.83,9,Medium,50-100,58,0,3,2,2,2
هروی,26200000000.0,2,180,1397,3,1,1,1,204,145555555.6,7,Medium,150-200,540,0,1,2,2,4
جنت‌آباد جنوبی,24000000000.0,5,170,1403,3,1,1,1,55,141176470.6,1,Medium,150-200,510,1,1,2,2,4
سرو آزاد,8250000000.0,4,118,1402,2,1,1,1,113,69915254.24,2,Medium,100-150,236,1,0,2,2,3
سیدخندان,18000000000.0,1,97,1401,2,1,1,1,123,185567010.3,3,Luxury,50-100,194,0,3,1,3,2
جنت‌آباد مرکزی,15700000000.0,4,132,1402,3,1,1,1,57,118939393.9,2,Medium,100-150,396,1,0,2,2,3
شهرک راه‌آهن,10500000000.0,2,138,1395,3,1,1,1,142,76086956.52,9,Medium,100-150,414,0,0,2,2,3
دهکده المپیک,4950000000.0,3,77,1388,2,0,1,1,95,64285714.29,16,Medium,50-100,154,0,3,2,2,2
شهرآرا,21300000000.0,5,143,1400,3,1,1,1,135,148951049.0,4,Medium,100-150,429,1,0,2,2,3
گمرک,2090000000.0,2,46,1380,1,0,1,1,233,45434782.61,24,Low,<50,46,0,4,0,1,1
شاهین,20625000000.0,3,125,1403,3,1,1,1,129,165000000.0,1,Luxury,100-150,375,0,0,1,3,3
تهران‌سر,1480000000.0,1,48,1398,1,1,1,1,47,30833333.33,6,Low,<50,48,0,4,0,1,1
شهر‌زیبا,2100000000.0,3,37,1396,1,0,1,1,154,56756756.76,8,Low,<50,37,0,4,0,1,1
جیحون,4700000000.0,2,60,1403,1,1,1,0,61,78333333.33,1,Medium,50-100,60,0,3,2,2,2
هروی,19000000000.0,3,115,1393,2,1,1,1,204,165217391.3,11,Luxury,100-150,230,0,0,1,3,3
کامرانیه,48000000000.0,2,220,1385,4,1,1,1,223,218181818.2,19,Luxury,200+,880,0,2,1,3,5
پونک,19775000000.0,2,113,1403,2,1,1,1,217,175000000.0,1,Luxury,100-150,226,0,0,1,3,3
استاد معین,5400000000.0,3,75,1395,2,1,1,1,14,72000000.0,9,Medium,50-100,150,0,3,2,2,2
هروی,32000000000000.0,3,173,1399,3,1,1,1,204,184971000000.0,5,Luxury,150-200,519,0,1,1,3,4
پونک,11000000000.0,2,75,1400,2,1,1,1,217,146666666.7,4,Medium,50-100,150,0,3,2,2,2
بلورسازی,1800000000.0,1,40,1375,1,0,1,1,38,45000000.0,29,Low,<50,40,0,4,0,1,1
وردآورد,3300000000.0,3,73,1397,2,1,1,1,209,45205479.45,7,Low,50-100,146,0,3,0,1,2
جنت‌آباد مرکزی,18000000000.0,4,130,1403,3,1,1,1,57,138461538.5,1,Medium,100-150,390,1,0,2,2,3
شمیران‌نو,8850000000.0,7,170,1398,3,1,1,1,133,52058823.53,6,Low,150-200,510,1,1,0,1,4
استاد معین,4450000000.0,1,50,1403,1,1,1,1,14,89000000.0,1,Medium,<50,50,0,4,2,2,1
سنایی,19500000000.0,3,120,1403,3,1,1,1,119,162500000.0,1,Luxury,100-150,360,0,0,1,3,3
شهر زیبا,3400000000.0,3,72,1403,2,1,1,1,134,47222222.22,1,Low,50-100,144,0,3,0,1,2
جنت‌آباد شمالی,65000000000.0,4,402,1403,4,1,1,1,56,161691542.3,1,Luxury,200+,1608,1,2,1,3,5
شهر زیبا,4700000000.0,3,92,1403,2,1,1,1,134,51086956.52,1,Low,50-100,184,0,3,0,1,2
پونک,9150000000.0,1,72,1386,2,0,1,1,217,127083333.3,18,Medium,50-100,144,0,3,2,2,2
سلسبیل,3000000000.0,4,44,1398,1,1,1,1,117,68181818.18,6,Medium,<50,44,1,4,2,2,1
شهر زیبا,2850000000.0,3,50,1400,1,1,1,1,134,57000000.0,4,Low,<50,50,0,4,0,1,1
پونک,8400000000.0,2,67,1386,2,1,1,1,217,125373134.3,18,Medium,50-100,134,0,3,2,2,2
جی,5850000000.0,2,100,1403,2,1,1,1,60,58500000.0,1,Low,50-100,200,0,3,0,1,2
استاد معین,8300000000.0,5,105,1395,2,1,1,1,14,79047619.05,9,Medium,100-150,210,1,0,2,2,3
سعادت‌آباد,11000000000.0,4,62,1388,1,1,1,1,114,177419354.8,16,Luxury,50-100,62,1,3,1,3,2
شهرک راه‌آهن,10500000000.0,1,110,1388,2,0,1,1,142,95454545.45,16,Medium,100-150,220,0,0,2,2,3
یوسف‌آباد,16500000000.0,4,120,1393,3,1,1,1,236,137500000.0,11,Medium,100-150,360,1,0,2,2,3
آذری,6600000000.0,5,120,1397,3,1,1,1,4,55000000.0,7,Low,100-150,360,1,0,0,1,3
شهر زیبا,3800000000.0,2,72,1398,2,1,1,1,134,52777777.78,6,Low,50-100,144,0,3,0,1,2
شریف,4200000000.0,11,120,1403,2,1,1,1,131,35000000.0,1,Low,100-150,240,1,0,0,1,3
نازی‌آباد,4060000000.0,5,58,1400,1,1,1,0,197,70000000.0,4,Medium,50-100,58,1,3,2,2,2
مرزداران,22000000000.0,4,120,1403,2,1,1,1,185,183333333.3,1,Luxury,100-150,240,1,0,1,3,3
کوهک,7200000000.0,7,110,1403,2,1,1,1,227,65454545.45,1,Medium,100-150,220,1,0,2,2,3
تهرانپارس غربی,5250000000.0,4,73,1382,2,0,1,1,46,71917808.22,22,Medium,50-100,146,0,3,2,2,2
یوسف‌آباد,30000000000.0,3,166,1398,3,1,1,1,236,180722891.6,6,Luxury,150-200,498,0,1,1,3,4
شهر زیبا,5400000000.0,4,123,1402,2,1,1,1,134,43902439.02,2,Low,100-150,246,1,0,0,1,3
فرمانیه,108000000000.0,4,360,1395,4,1,1,1,172,300000000.0,9,Luxury,200+,1440,1,2,1,3,5
چیتگر,400000000.0,12,60,1403,1,1,1,1,220,6666666.667,1,Low,50-100,60,1,3,0,1,2
مبارک‌آباد بهشتی,2400000000.0,3,86,1399,2,1,1,1,180,27906976.74,5,Low,50-100,172,0,3,0,1,2
استاد معین,4750000000.0,3,56,1397,1,1,1,1,14,84821428.57,7,Medium,50-100,56,0,3,2,2,2
سلسبیل,35000000002.0,3,53,1390,1,0,1,1,117,660377358.5,14,Luxury,50-100,53,0,3,1,3,2
سعادت‌آباد,23000000000.0,2,115,1403,2,1,1,1,114,200000000.0,1,Luxury,100-150,230,0,0,1,3,3
تهران‌سر,1690000000.0,3,42,1395,1,1,1,1,47,40238095.24,9,Low,<50,42,0,4,0,1,1
دریاچه شهدای خلیج فارس,1300000000000.0,12,10000,1403,2,1,1,1,93,130000000.0,1,Medium,200+,20000,1,2,2,2,5
چیتگر,2100000000.0,15,135,1403,3,1,1,1,220,15555555.56,1,Low,100-150,405,1,0,0,1,3
افسریه,8000000000.0,4,105,1403,2,1,1,1,17,76190476.19,1,Medium,100-150,210,1,0,2,2,3
استاد معین,7200000000.0,2,86,1402,2,1,1,1,14,83720930.23,2,Medium,50-100,172,0,3,2,2,2
صادقیه,5995000000.0,2,70,1385,1,0,1,1,161,85642857.14,19,Medium,50-100,70,0,3,2,2,2
پونک,13500000000.0,3,76,1401,2,1,1,1,217,177631578.9,3,Luxury,50-100,152,0,3,1,3,2
فاطمی,18600000000.0,1,120,1396,3,1,1,1,169,155000000.0,8,Luxury,100-150,360,0,0,1,3,3
باغ فیض,11400000000.0,2,72,1403,2,1,1,1,35,158333333.3,1,Luxury,50-100,144,0,3,1,3,2
فدک,6660000000.0,2,60,1393,2,0,1,1,170,111000000.0,11,Medium,50-100,120,0,3,2,2,2
شهران شمالی,10000000000.0,3,97,1393,2,1,1,1,137,103092783.5,11,Medium,50-100,194,0,3,2,2,2
مرزداران,29500000000.0,4,135,1402,3,1,1,1,185,218518518.5,2,Luxury,100-150,405,1,0,1,3,3
آبشار تهران,5500000000.0,1,69,1387,1,1,1,1,1,79710144.93,17,Medium,50-100,69,0,3,2,2,2
تهران‌سر,3000000000.0,2,50,1397,1,1,1,1,47,60000000.0,7,Low,<50,50,0,4,0,1,1
باغ فیض,8700000000.0,1,80,1383,2,1,1,1,35,108750000.0,21,Medium,50-100,160,0,3,2,2,2
جیحون,5350000000.0,1,72,1395,2,1,1,1,61,74305555.56,9,Medium,50-100,144,0,3,2,2,2
فلاح,3690000000.0,1,74,1391,2,0,1,1,173,49864864.86,13,Low,50-100,148,0,3,0,1,2
نواب,4300000000.0,1,92,1398,2,1,1,1,199,46739130.43,6,Low,50-100,184,0,3,0,1,2
شهران شمالی,10300000000.0,5,90,1397,2,1,1,1,137,114444444.4,7,Medium,50-100,180,1,3,2,2,2
زنجان,5375000000.0,3,56,1403,2,1,1,1,105,95982142.86,1,Medium,50-100,112,0,3,2,2,2
یوسف‌آباد,7600000000.0,2,54,1380,1,1,1,1,236,140740740.7,24,Medium,50-100,54,0,3,2,2,2
تهرانپارس شرقی,6300000000.0,1,75,1393,2,1,1,1,45,84000000.0,11,Medium,50-100,150,0,3,2,2,2
پونک,24000000000.0,1,151,1403,3,1,1,1,217,158940397.4,1,Luxury,150-200,453,0,1,1,3,4
سهروردی,11700000000.0,1,98,1398,2,1,1,1,120,119387755.1,6,Medium,50-100,196,0,3,2,2,2
تهران‌سر,6700000000.0,3,76,1395,2,1,1,1,47,88157894.74,9,Medium,50-100,152,0,3,2,2,2
مرزداران,6500000000.0,2,61,1385,1,0,1,1,185,106557377.0,19,Medium,50-100,61,0,3,2,2,2
سازمان برنامه,7200000000.0,3,60,1398,1,1,1,1,109,120000000.0,6,Medium,50-100,60,0,3,2,2,2
هفت حوض,15700000000.0,2,100,1403,2,1,1,1,205,157000000.0,1,Luxury,50-100,200,0,3,1,3,2
دروس,19000000000.0,2,100,1403,2,1,1,1,90,190000000.0,1,Luxury,50-100,200,0,3,1,3,2
درب دوم,9600000000.0,1,60,1380,2,0,1,1,86,160000000.0,24,Luxury,50-100,120,0,3,1,3,2
سهروردی,19990000000.0,2,145,1401,3,1,1,1,120,137862069.0,3,Medium,100-150,435,0,0,2,2,3
دکتر هوشیار,10300000000.0,3,106,1403,2,1,1,1,98,97169811.32,1,Medium,100-150,212,0,0,2,2,3
پونک,15300000000.0,2,78,1393,2,1,1,1,217,196153846.2,11,Luxury,50-100,156,0,3,1,3,2
کوی فردوس,17000000000.0,6,100,1398,2,1,1,1,229,170000000.0,6,Luxury,50-100,200,1,3,1,3,2
پاسداران,14300000000.0,3,127,1386,2,1,1,1,213,112598425.2,18,Medium,100-150,254,0,0,2,2,3
شهر‌زیبا,1630000000.0,1,62,1401,2,1,1,1,154,26290322.58,3,Low,50-100,124,0,3,0,1,2
پونک,12550000000.0,3,80,1389,2,1,1,1,217,156875000.0,15,Luxury,50-100,160,0,3,1,3,2
توحید,8000000000.0,3,73,1389,2,1,1,1,50,109589041.1,15,Medium,50-100,146,0,3,2,2,2
پلیس,6190000000.0,4,77,1383,2,0,1,1,216,80389610.39,21,Medium,50-100,154,0,3,2,2,2
استاد معین,11200000000.0,5,126,1403,3,1,1,1,14,88888888.89,1,Medium,100-150,378,1,0,2,2,3
پونک,14200000000.0,5,93,1397,2,1,1,1,217,152688172.0,7,Luxury,50-100,186,1,3,1,3,2
جنت‌آباد شمالی,26500000000.0,4,165,1403,3,1,1,1,56,160606060.6,1,Luxury,150-200,495,1,1,1,3,4
شهر زیبا,8600000000.0,5,115,1403,3,1,1,1,134,74782608.7,1,Medium,100-150,345,1,0,2,2,3
شهران شمالی,15800000000.0,5,127,1394,3,1,1,1,137,124409448.8,10,Medium,100-150,381,1,0,2,2,3
پونک,23000000000.0,3,127,1403,2,1,1,1,217,181102362.2,1,Luxury,100-150,254,0,0,1,3,3
شهر‌زیبا,1550000000.0,1,55,1399,1,1,1,1,154,28181818.18,5,Low,50-100,55,0,3,0,1,2
پلیس,9890000000.0,2,114,1383,2,0,1,1,216,86754385.96,21,Medium,100-150,228,0,0,2,2,3
عباس‌آباد,11700000000.0,2,128,-1,2,1,1,1,168,91406250.0,1405,Medium,100-150,256,0,0,2,2,3
دریاچه شهدای خلیج فارس,12300000000.0,18,144,1396,2,1,1,1,93,85416666.67,8,Medium,100-150,288,1,0,2,2,3
جی,2988000000.0,2,58,1388,2,0,1,1,60,51517241.38,16,Low,50-100,116,0,3,0,1,2
شهرک پرواز,8500000000.0,2,85,1384,2,0,1,1,151,100000000.0,20,Medium,50-100,170,0,3,2,2,2
جنت‌آباد مرکزی,7500000000.0,1,65,1383,2,0,1,1,57,115384615.4,21,Medium,50-100,130,0,3,2,2,2
جی,3600000000.0,2,60,1397,1,1,1,0,60,60000000.0,7,Low,50-100,60,0,3,0,1,2
دریاچه شهدای خلیج فارس,15000000000.0,10,133,1401,2,1,1,1,93,112781954.9,3,Medium,100-150,266,1,0,2,2,3
ظفر,21250000000.0,4,120,1402,2,1,1,1,166,177083333.3,2,Luxury,100-150,240,1,0,1,3,3
تهرانپارس غربی,15000000000.0,2,150,1395,3,1,1,1,46,100000000.0,9,Medium,100-150,450,0,0,2,2,3
جلفا,11000000000.0,4,135,1375,3,0,1,1,52,81481481.48,29,Medium,100-150,405,0,0,2,2,3
باغ فیض,12100000000.0,1,120,1395,3,1,1,1,35,100833333.3,9,Medium,100-150,360,0,0,2,2,3
چیتگر,5300000000.0,8,102,1403,2,1,1,1,220,51960784.31,1,Low,100-150,204,1,0,0,1,3
بریانک,6500000000.0,4,95,1403,2,1,1,1,36,68421052.63,1,Medium,50-100,190,1,3,2,2,2
شهر‌زیبا,2800000000.0,1,59,1398,1,1,1,1,154,47457627.12,6,Low,50-100,59,0,3,0,1,2
دریاچه شهدای خلیج فارس,2600000000.0,5,50,1403,1,1,1,1,93,52000000.0,1,Low,<50,50,1,4,0,1,1
شهرک راه‌آهن,14200000000.0,1,115,1403,2,1,1,1,142,123478260.9,1,Medium,100-150,230,0,0,2,2,3
پونک,12300000000.0,4,74,1403,2,1,1,1,217,166216216.2,1,Luxury,50-100,148,1,3,1,3,2
شهر‌زیبا,3900000000.0,1,80,1398,2,1,1,1,154,48750000.0,6,Low,50-100,160,0,3,0,1,2
سازمان برنامه,9300000000.0,1,89,1382,2,0,1,1,109,104494382.0,22,Medium,50-100,178,0,3,2,2,2
سعادت‌آباد,11200000000.0,2,70,1400,2,1,1,1,114,160000000.0,4,Luxury,50-100,140,0,3,1,3,2
شمس‌آباد,14010000000.0,5,118,1403,3,1,1,1,132,118728813.6,1,Medium,100-150,354,1,0,2,2,3
شهرک غرب,14000000000.0,2,96,1386,2,1,1,1,147,145833333.3,18,Medium,50-100,192,0,3,2,2,2
میدان ولیعصر,6120000000.0,1,68,1380,1,1,1,1,191,90000000.0,24,Medium,50-100,68,0,3,2,2,2
ظفر,24900000000.0,4,158,1390,3,1,1,1,166,157594936.7,14,Luxury,150-200,474,1,1,1,3,4
دکتر هوشیار,6500000000.0,4,80,1395,2,1,1,0,98,81250000.0,9,Medium,50-100,160,1,3,2,2,2
دریاچه شهدای خلیج فارس,8500000000.0,3,113,1390,2,1,1,1,93,75221238.94,14,Medium,100-150,226,0,0,2,2,3
سازمان برنامه,14000000000.0,5,100,1400,2,1,1,1,109,140000000.0,4,Medium,50-100,200,1,3,2,2,2
قاسم‌آباد,4350000000.0,4,66,1390,2,1,1,1,175,65909090.91,14,Medium,50-100,132,1,3,2,2,2
پونک,15000000000.0,4,95,1395,2,1,1,1,217,157894736.8,9,Luxury,50-100,190,1,3,1,3,2
کوی فردوس,11500000000.0,3,70,1399,2,1,1,1,229,164285714.3,5,Luxury,50-100,140,0,3,1,3,2
جنت‌آباد جنوبی,17500000000.0,5,123,1395,3,1,1,1,55,142276422.8,9,Medium,100-150,369,1,0,2,2,3
زعفرانیه,110000000000.0,3,200,1403,3,1,1,1,103,550000000.0,1,Luxury,150-200,600,0,1,1,3,4
مبارک‌آباد بهشتی,2500000000.0,2,84,1400,2,1,1,1,180,29761904.76,4,Low,50-100,168,0,3,0,1,2
کوی فردوس,7700000000.0,0,71,1380,2,0,1,1,229,108450704.2,24,Medium,50-100,142,0,3,2,2,2
شهرک راه‌آهن,13200000000.0,3,108,1403,2,1,1,1,142,122222222.2,1,Medium,100-150,216,0,0,2,2,3
مرزداران,16500000000.0,3,100,1404,2,1,1,1,185,165000000.0,0,Luxury,50-100,200,0,3,1,3,2
جنت‌آباد مرکزی,13000000000.0,4,109,1396,2,1,1,1,57,119266055.0,8,Medium,100-150,218,1,0,2,2,3
سازمان برنامه,6050000000.0,4,85,1382,2,0,1,1,109,71176470.59,22,Medium,50-100,170,0,3,2,2,2
المهدی,13800000000.0,1,135,1393,3,1,1,1,19,102222222.2,11,Medium,100-150,405,0,0,2,2,3
شمیران‌نو,800000000.0,4,95,1403,2,1,1,1,133,8421052.632,1,Low,50-100,190,1,3,0,1,2
پاسداران,42000000000.0,3,150,1403,3,1,1,1,213,280000000.0,1,Luxury,100-150,450,0,0,1,3,3
شهرک راه‌آهن,33000000000.0,3,185,1403,3,1,1,1,142,178378378.4,1,Luxury,150-200,555,0,1,1,3,4
دریاچه شهدای خلیج فارس,10170000000.0,19,113,1390,2,1,1,1,93,90000000.0,14,Medium,100-150,226,1,0,2,2,3
سازمان برنامه,7730000000.0,1,74,1385,2,0,1,1,109,104459459.5,19,Medium,50-100,148,0,3,2,2,2
پلیس,5070000000.0,3,65,1381,1,0,1,1,216,78000000.0,23,Medium,50-100,65,0,3,2,2,2
دریاچه شهدای خلیج فارس,19240000000.0,2,145,1400,3,1,1,1,93,132689655.2,4,Medium,100-150,435,0,0,2,2,3
میرداماد,33500000000.0,4,145,1403,3,1,1,1,192,231034482.8,1,Luxury,100-150,435,1,0,1,3,3
شاندیز,3100000000.0,4,66,1393,2,1,1,0,127,46969696.97,11,Low,50-100,132,1,3,0,1,2
تهرانپارس شرقی,3800000000.0,3,47,1396,1,1,1,1,45,80851063.83,8,Medium,<50,47,0,4,2,2,1
پونک,14200000000.0,5,79,1403,2,1,1,1,217,179746835.4,1,Luxury,50-100,158,1,3,1,3,2
جنت‌آباد جنوبی,13000000000.0,2,94,1403,2,1,1,1,55,138297872.3,1,Medium,50-100,188,0,3,2,2,2
یوسف‌آباد,14200000000.0,2,113,1373,2,1,1,1,236,125663716.8,31,Medium,100-150,226,0,0,2,2,3
مرزداران,14190000000.0,5,66,1403,1,1,1,1,185,215000000.0,1,Luxury,50-100,66,1,3,1,3,2
یوسف‌آباد,57200000000.0,4,260,1403,4,1,1,1,236,220000000.0,1,Luxury,200+,1040,1,2,1,3,5
دریاچه شهدای خلیج فارس,15000000000.0,4,143,1401,3,1,1,1,93,104895104.9,3,Medium,100-150,429,1,0,2,2,3
دریاچه شهدای خلیج فارس,10000000000.0,3,90,1403,2,1,1,1,93,111111111.1,1,Medium,50-100,180,0,3,2,2,2
سازمان برنامه,8100000000.0,5,70,1389,2,1,1,1,109,115714285.7,15,Medium,50-100,140,1,3,2,2,2
نیاوران,37000000000.0,4,150,1403,3,1,1,1,200,246666666.7,1,Luxury,100-150,450,1,0,1,3,3
چیتگر,9000000000.0,10,95,1400,2,1,1,1,220,94736842.11,4,Medium,50-100,190,1,3,2,2,2
یوسف‌آباد,31000000000.0,3,176,1396,3,1,1,1,236,176136363.6,8,Luxury,150-200,528,0,1,1,3,4
شاهین,19800000000.0,3,145,1394,3,1,1,1,129,136551724.1,10,Medium,100-150,435,0,0,2,2,3
جیحون,3000000000.0,4,46,1390,1,0,1,1,61,65217391.3,14,Medium,<50,46,0,4,2,2,1
نارمک,6850000000.0,3,73,1396,2,1,1,1,195,93835616.44,8,Medium,50-100,146,0,3,2,2,2
کوهک,14000000000.0,15,130,1398,2,1,1,1,227,107692307.7,6,Medium,100-150,260,1,0,2,2,3
پیروزی,4800000000.0,4,62,1389,2,1,1,1,218,77419354.84,15,Medium,50-100,124,1,3,2,2,2
مشیریه,2400000000.0,1,55,1387,1,0,1,1,187,43636363.64,17,Low,50-100,55,0,3,0,1,2
امیرآباد,15840000000.0,1,110,1394,2,1,1,1,26,144000000.0,10,Medium,100-150,220,0,0,2,2,3
یوسف‌آباد,15700000000.0,2,117,1382,2,1,1,1,236,134188034.2,22,Medium,100-150,234,0,0,2,2,3
امیرآباد,50000000000.0,2,240,1402,4,1,1,1,26,208333333.3,2,Luxury,200+,960,0,2,1,3,5
آجودانیه,19900000000.0,1,105,1379,2,0,1,1,2,189523809.5,25,Luxury,100-150,210,0,0,1,3,3
جنت‌آباد مرکزی,5450000000.0,1,60,1387,1,0,1,1,57,90833333.33,17,Medium,50-100,60,0,3,2,2,2
سعادت‌آباد,29000000000.0,2,160,1403,3,1,1,1,114,181250000.0,1,Luxury,150-200,480,0,1,1,3,4
کوی بیمه,6000000000.0,2,51,1388,1,1,1,1,228,117647058.8,16,Medium,50-100,51,0,3,2,2,2
امیرآباد,20350000000.0,2,110,1403,2,1,1,1,26,185000000.0,1,Luxury,100-150,220,0,0,1,3,3
سعادت‌آباد,30000000000.0,11,155,1403,3,1,1,1,114,193548387.1,1,Luxury,150-200,465,1,1,1,3,4
مرزداران,14620000000.0,6,68,1403,1,1,1,1,185,215000000.0,1,Luxury,50-100,68,1,3,1,3,2
شبیری,3560000000.0,1,65,1395,2,1,1,1,130,54769230.77,9,Low,50-100,130,0,3,0,1,2
شهر زیبا,2750000000.0,1,48,1400,1,1,1,1,134,57291666.67,4,Low,<50,48,0,4,0,1,1
تهرانپارس غربی,4800000000.0,3,45,1385,1,1,1,1,46,106666666.7,19,Medium,<50,45,0,4,2,2,1
نیاوران,9800000000.0,0,70,1397,1,1,1,1,200,140000000.0,7,Medium,50-100,70,0,3,2,2,2
ستارخان,4900000000.0,3,60,1384,1,0,1,1,111,81666666.67,20,Medium,50-100,60,0,3,2,2,2
نواب,6800000000.0,2,111,1385,3,1,1,1,199,61261261.26,19,Low,100-150,333,0,0,0,1,3
فرمانیه,50000000000.0,6,185,1402,3,1,1,1,172,270270270.3,2,Luxury,150-200,555,1,1,1,3,4
اقدسیه,48000000000.0,1,185,1398,3,1,1,1,18,259459459.5,6,Luxury,150-200,555,0,1,1,3,4
سازمان برنامه,7450000000.0,3,58,1397,1,1,1,1,109,128448275.9,7,Medium,50-100,58,0,3,2,2,2
هاشمی,6200000000.0,1,85,1400,2,1,1,0,203,72941176.47,4,Medium,50-100,170,0,3,2,2,2
هفت چنار,5400000000.0,3,85,1396,2,1,1,1,206,63529411.76,8,Medium,50-100,170,0,3,2,2,2
سازمان برنامه,8700000000.0,1,76,1385,2,0,1,1,109,114473684.2,19,Medium,50-100,152,0,3,2,2,2
باغ فیض,17245000000.0,3,115,1398,2,1,1,1,35,149956521.7,6,Medium,100-150,230,0,0,2,2,3
استاد معین,4000000000.0,1,60,1390,1,0,1,1,14,66666666.67,14,Medium,50-100,60,0,3,2,2,2
سیدخندان,12000000000.0,4,95,1387,2,1,1,1,123,126315789.5,17,Medium,50-100,190,1,3,2,2,2
اختیاریه,12700000000.0,2,70,1393,2,1,1,1,10,181428571.4,11,Luxury,50-100,140,0,3,1,3,2
اختیاریه,26500000000.0,1,165,1402,3,1,1,1,10,160606060.6,2,Luxury,150-200,495,0,1,1,3,4
باغ فیض,10600000000.0,2,91,1387,3,1,1,1,35,116483516.5,17,Medium,50-100,273,0,3,2,2,2
زنجان,3870000000.0,4,63,1382,2,0,1,1,105,61428571.43,22,Low,50-100,126,0,3,0,1,2
جنت‌آباد جنوبی,7250000000.0,5,82,1386,2,1,1,1,55,88414634.15,18,Medium,50-100,164,1,3,2,2,2
مسعودیه,6325000000.0,4,115,1399,2,1,1,0,186,55000000.0,5,Low,100-150,230,1,0,0,1,3
شهر‌زیبا,1380000000.0,2,48,1399,1,1,1,1,154,28750000.0,5,Low,<50,48,0,4,0,1,1
استخر,3000000000.0,1,60,1371,1,0,1,0,15,50000000.0,33,Low,50-100,60,0,3,0,1,2
شهرک صدرا,3850000000.0,10,121,1403,2,1,1,1,145,31818181.82,1,Low,100-150,242,1,0,0,1,3
قیطریه,18200000000.0,4,110,1388,2,1,1,1,177,165454545.5,16,Luxury,100-150,220,1,0,1,3,3
شهرک پرواز,7220000000.0,3,84,1384,2,0,1,1,151,85952380.95,20,Medium,50-100,168,0,3,2,2,2
صادقیه,8800000000.0,4,84,1386,2,1,1,1,161,104761904.8,18,Medium,50-100,168,1,3,2,2,2
کوی فردوس,13900000000.0,4,113,1393,2,1,1,1,229,123008849.6,11,Medium,100-150,226,1,0,2,2,3
قیطریه,26800000000.0,4,115,1397,2,1,1,1,177,233043478.3,7,Luxury,100-150,230,1,0,1,3,3
جیحون,3300000000.0,3,48,1386,1,0,1,1,61,68750000.0,18,Medium,<50,48,0,4,2,2,1
هروی,20000000000.0,1,158,1390,3,1,1,1,204,126582278.5,14,Medium,150-200,474,0,1,2,2,4
