address,price,floor,area,year_built,rooms,elevator,parking,warehouse,district_code,price_per_sqm,building_age,area_x_rooms,elevator_high_floor,area_level_num,area_bin_num
مرزداران,37770000000,5,205,1403,3,1,1,1,185,184243902.4,1,615,1,3,5
سعادت‌آباد,44000000000,5,200,1388,3,1,1,1,114,220000000.0,16,600,1,3,4
شهر‌زیبا,10700000000,3,102,1392,3,1,1,1,154,104901960.8,12,306,0,2,3
پونک,24600000000,5,125,1403,2,1,1,1,217,196800000.0,1,250,1,3,3
لویزان,8100000000,1,80,1380,2,0,1,1,179,101250000.0,24,160,0,2,2
پونک,13500000000,1,105,1400,2,1,1,1,217,128571428.6,4,210,0,2,3
مرزداران,21000000000,1,145,1397,3,1,1,1,185,144827586.2,7,435,0,2,3
ستارخان,10850000000,5,92,1390,2,1,1,1,111,117934782.6,14,184,1,2,2
دروس,27000000000,5,151,1386,3,1,1,1,90,178807947.0,18,453,1,3,4
پاتریس لومومبا,15000000000,3,94,1403,2,1,1,1,212,159574468.1,1,188,0,3,2
جیحون,4500000000,1,62,1384,2,0,1,1,61,72580645.16,20,124,0,2,2
میرداماد,30000000000,3,181,1393,3,1,1,1,192,165745856.4,11,543,0,3,4
قیطریه,7850000000,2,82,1385,2,0,1,1,177,95731707.32,19,164,0,2,2
وردآورد,4950000000,1,58,1395,2,1,1,1,209,85344827.59,9,116,0,2,2
سعادت‌آباد,52800000000,2,220,1400,3,1,1,1,114,240000000.0,4,660,0,3,5
جنت‌آباد جنوبی,17200000000,5,123,1395,3,1,1,1,55,139837398.4,9,369,1,2,3
تهرانپارس شرقی,4850000000,0,61,1380,1,0,1,0,45,79508196.72,24,61,0,2,2
هوانیروز,12500000000,9,138,1394,3,1,1,1,207,90579710.14,10,414,1,2,3
ارم,6950000000,1,50,1395,1,1,1,1,12,139000000.0,9,50,0,2,1
خ صیرفی پور,6480000000,0,90,1380,2,0,1,0,72,72000000.0,24,180,0,2,2
سازمان برنامه,21300000000,3,140,1399,3,1,1,1,109,152142857.1,5,420,0,3,3
دریا,31900000000,4,130,1403,3,1,1,1,92,245384615.4,1,390,1,3,3
شاهین,13200000000,1,125,1398,3,1,1,1,129,105600000.0,6,375,0,2,3
جنت‌آباد مرکزی,10200000000,3,85,1394,2,1,1,1,57,120000000.0,10,170,0,2,2
سلسبیل,5200000000,2,64,1383,2,0,1,1,117,81250000.0,21,128,0,2,2
امامت,5000000000,4,59,1382,1,1,1,1,21,84745762.71,22,59,1,2,2
جنت‌آباد جنوبی,6800000000,1,58,1383,1,0,1,1,55,117241379.3,21,58,0,2,2
تجریش,6000000000,7,56,1403,1,1,1,1,43,107142857.1,1,56,1,2,2
افسریه,5500000000,2,67,1403,2,1,1,1,17,82089552.24,1,134,0,2,2
شهران شمالی,12700000000,4,115,1396,2,1,1,1,137,110434782.6,8,230,1,2,3
هروی,10300000000,1,74,1385,2,1,1,1,204,139189189.2,19,148,0,2,2
پونک,26000000000,3,145,1403,3,1,1,1,217,179310344.8,1,435,0,3,3
مرزداران,8500000000,1,63,1380,1,0,1,1,185,134920634.9,24,63,0,2,2
ایران,30000000000,5,201,1400,3,1,1,1,30,149253731.3,4,603,1,2,5
شهران جنوبی,5500000000,12,57,1385,1,1,1,1,136,96491228.07,19,57,1,2,2
جیحون,4997000000,4,60,1385,1,0,1,1,61,83283333.33,19,60,0,2,2
کوی فردوس,24000000000,5,145,1399,3,1,1,1,229,165517241.4,5,435,1,3,3
شمس‌آباد,7300000000,5,55,1396,1,1,1,1,132,132727272.7,8,55,1,2,2
قیطریه,29500000000,2,100,1403,2,1,1,1,177,295000000.0,1,200,0,3,2
سازمان برنامه,17500000000,3,138,1390,3,1,1,1,109,126811594.2,14,414,0,2,3
پیروزی,14375000000,3,115,1403,2,1,1,1,218,125000000.0,1,230,0,2,3
دروس,32000000000,2,180,1385,3,1,1,1,90,177777777.8,19,540,0,3,4
شاهد,15500000000,5,124,1400,3,1,1,1,128,125000000.0,4,372,1,2,3
دریا,12900000000,7,73,1387,2,1,1,1,92,176712328.8,17,146,1,3,2
نیاوران,45000000000,6,160,1398,3,1,1,1,200,281250000.0,6,480,1,3,4
مرزداران,21000000000,6,113,1403,2,1,1,1,185,185840708.0,1,226,1,3,3
نیاوران,40000000000,8,178,1398,3,1,1,1,200,224719101.1,6,534,1,3,4
فرمانیه,31900000000,2,160,1393,3,1,1,1,172,199375000.0,11,480,0,3,4
گیشا (کوی نصر),13200000000,5,74,1397,2,1,1,1,234,178378378.4,7,148,1,3,2
نیاوران,33500000000,2,130,1399,2,1,1,1,200,257692307.7,5,260,0,3,3
جنت‌آباد شمالی,11800000000,1,91,1396,2,1,1,1,56,129670329.7,8,182,0,2,2
اختیاریه,25500000000,2,150,1400,3,1,1,1,10,170000000.0,4,450,0,3,3
گیشا (کوی نصر),16100000000,3,77,1403,2,1,1,1,234,209090909.1,1,154,0,3,2
قیطریه,46000000000,3,245,1403,3,1,1,1,177,187755102.0,1,735,0,3,5
جنت‌آباد جنوبی,15800000000,3,115,1400,2,1,1,1,55,137391304.3,4,230,0,2,3
سبلان,5850000000,1,78,1398,2,1,1,1,110,75000000.0,6,156,0,2,2
پونک,12000000000,5,83,1398,2,1,1,1,217,144578313.3,6,166,1,2,2
گیشا (کوی نصر),25160000000,5,148,1386,3,1,1,1,234,170000000.0,18,444,1,3,3
میرداماد,14400000000,4,100,1387,2,1,1,1,192,144000000.0,17,200,1,2,2
پونک,7400000000,1,65,1391,1,1,1,1,217,113846153.8,13,65,0,2,2
گیشا (کوی نصر),33500000000,3,153,1403,3,1,1,1,234,218954248.4,1,459,0,3,4
تهران‌سر,11340000000,8,135,1403,3,1,1,1,47,84000000.0,1,405,1,2,3
ظفر,15800000000,2,98,1395,2,1,1,1,166,161224489.8,9,196,0,3,2
تهران‌سر,8450000000,8,109,1403,2,1,1,1,47,77522935.78,1,218,1,2,3
میرداماد,31000000000,6,137,1402,3,1,1,1,192,226277372.3,2,411,1,3,3
پونک,18300000000,1,129,1393,3,1,1,1,217,141860465.1,11,387,0,2,3
گیشا (کوی نصر),12900000000,5,80,1392,2,1,1,1,234,161250000.0,12,160,1,3,2
پونک,16000000000,1,150,1388,3,1,1,1,217,106666666.7,16,450,0,2,3
قلهک,33600000000,3,120,1403,2,1,1,1,176,280000000.0,1,240,0,3,3
جنت‌آباد جنوبی,7100000000,3,63,1386,1,1,1,1,55,112698412.7,18,63,0,2,2
پونک,12000000000,5,88,1400,2,1,1,1,217,136363636.4,4,176,1,2,2
پونک,6800000000,4,75,1388,2,1,1,1,217,90666666.67,16,150,1,2,2
آجودانیه,46000000000,5,160,1403,3,1,1,1,2,287500000.0,1,480,1,3,4
مرزداران,14800000000,3,85,1397,2,1,1,1,185,174117647.1,7,170,0,3,2
فرمانیه,39500000000,1,200,1399,3,1,1,1,172,197500000.0,5,600,0,3,4
مرزداران,10200000000,2,100,1386,2,0,1,1,185,102000000.0,18,200,0,2,2
پاسداران,28260000000,5,157,1393,3,1,1,1,213,180000000.0,11,471,1,3,4
فرمانیه,63500000000,2,260,1401,4,1,1,1,172,244230769.2,3,1040,0,3,5
دروس,65000000000,7,333,1402,4,1,1,1,90,195195195.2,2,1332,1,3,5
فرمانیه,42500000000,3,125,1403,2,1,1,1,172,340000000.0,1,250,0,3,3
جنت‌آباد مرکزی,10500000000,2,100,1393,2,1,1,1,57,105000000.0,11,200,0,2,2
جیحون,6050000000,1,85,1403,2,1,1,1,61,71176470.59,1,170,0,2,2
نیاوران,46500000000,3,185,1392,3,1,1,1,200,251351351.4,12,555,0,3,4
سلسبیل,3230000000,0,46,1384,1,0,1,1,117,70217391.3,20,46,0,2,1
دزاشیب,35000000000,3,200,1387,4,1,1,1,94,175000000.0,17,800,0,3,4
هفت حوض,10200000000,3,86,1394,2,1,1,1,205,118604651.2,10,172,0,2,2
جنت‌آباد جنوبی,13500000000,1,100,1390,2,1,1,1,55,135000000.0,14,200,0,2,2
شاهین,17500000000,5,126,1395,3,1,1,1,129,138888888.9,9,378,1,2,3
جنت‌آباد مرکزی,8100000000,4,67,1387,2,1,1,1,57,120895522.4,17,134,1,2,2
سازمان برنامه,6600000000,2,60,1390,1,1,1,1,109,110000000.0,14,60,0,2,2
اباذر,7450000000,2,60,1391,1,1,1,1,8,124166666.7,13,60,0,2,2
تهران‌نو,5406000000,5,53,1385,1,1,1,1,48,102000000.0,19,53,1,2,2
صد دستگاه,4600000000,2,55,1391,1,0,1,1,162,83636363.64,13,55,0,2,2
صادقیه,6850000000,2,62,1380,2,0,1,1,161,110483871.0,24,124,0,2,2
جیحون,5180000000,2,71,1392,2,1,1,1,61,72957746.48,12,142,0,2,2
شهران جنوبی,8500000000,1,90,1390,2,1,1,1,136,94444444.44,14,180,0,2,2
شهران شمالی,9300000000,5,93,1384,2,1,1,1,137,100000000.0,20,186,1,2,2
اقدسیه,17700000000,6,109,1400,2,1,1,1,18,162385321.1,4,218,1,3,3
نیاوران,33000000000,4,170,1383,3,1,1,1,200,194117647.1,21,510,1,3,4
شهرک ژاندارمری,15200000000,3,97,1393,2,1,1,1,152,156701030.9,11,194,0,3,2
باغ فیض,13100000000,4,98,1391,2,1,1,1,35,133673469.4,13,196,1,2,2
جنت‌آباد جنوبی,6700000000,1,60,1384,1,0,1,1,55,111666666.7,20,60,0,2,2
سازمان برنامه,13300000000,6,104,1397,2,1,1,1,109,127884615.4,7,208,1,2,3
کرمان,5400000000,3,70,1380,2,0,1,1,224,77142857.14,24,140,0,2,2
هروی,22200000000,2,155,1400,3,1,1,1,204,143225806.5,4,465,0,2,4
تهرانپارس غربی,6600000000,1,71,1386,2,1,1,1,46,92957746.48,18,142,0,2,2
باغ فیض,13600000000,4,118,1390,2,1,1,1,35,115254237.3,14,236,1,2,3
پونک,12500000000,3,100,1393,2,1,1,1,217,125000000.0,11,200,0,2,2
جنت‌آباد مرکزی,14500000000,5,92,1394,2,1,1,1,57,157608695.7,10,184,1,3,2
سازمان برنامه,5350000000,4,55,1387,1,0,1,1,109,97272727.27,17,55,0,2,2
اباذر,12500000000,2,96,1393,2,1,1,1,8,130208333.3,11,192,0,2,2
سعادت‌آباد,29500000000,5,151,1388,3,1,1,1,114,195364238.4,16,453,1,3,4
سازمان برنامه,7250000000,2,68,1386,2,0,1,1,109,106617647.1,18,136,0,2,2
سازمان آب,12400000000,3,101,1397,2,1,1,1,108,122772277.2,7,202,0,2,3
کوی فردوس,10600000000,4,77,1397,2,1,1,1,229,137662337.7,7,154,1,2,2
شهران شمالی,6230000000,3,55,1386,1,1,1,1,137,113272727.3,18,55,0,2,2
ولنجک,56700000000,2,135,1403,2,1,1,1,210,420000000.0,1,270,0,3,3
ارم,8200000000,4,65,1397,2,1,1,1,12,126153846.2,7,130,1,2,2
ستارخان,10850000000,4,87,1390,2,1,1,1,111,124712643.7,14,174,1,2,2
سازمان برنامه,12600000000,1,102,1395,1,1,1,1,109,123529411.8,9,102,0,2,3
شهران جنوبی,8500000000,1,80,1388,2,1,1,1,136,106250000.0,16,160,0,2,2
لشکر,3950000000,3,53,1397,1,1,1,0,178,74528301.89,7,53,0,2,2
ظفر,10000000000,0,78,1371,1,1,1,0,166,128205128.2,33,78,0,2,2
سعادت‌آباد,20700000000,4,112,1403,2,1,1,1,114,184821428.6,1,224,1,3,3
پونک,19000000000,5,117,1402,2,1,1,1,217,162393162.4,2,234,1,3,3
جمهوری,5500000000,2,62,1390,1,1,1,1,54,88709677.42,14,62,0,2,2
افسریه,11200000000,3,145,1401,3,1,1,1,17,77241379.31,3,435,0,2,3
سعادت‌آباد,22000000000,6,120,1403,2,1,1,1,114,183333333.3,1,240,1,3,3
سلسبیل,4700000000,5,58,1390,1,1,1,1,117,81034482.76,14,58,1,2,2
شمس‌آباد,8800000000,2,85,1388,2,1,1,1,132,103529411.8,16,170,0,2,2
جیحون,5280000000,3,74,1395,2,1,1,1,61,71351351.35,9,148,0,2,2
یوسف‌آباد,14100000000,2,113,1374,2,1,1,1,236,124778761.1,30,226,0,2,3
مرزداران,27750000000,5,145,1403,3,1,1,1,185,191379310.3,1,435,1,3,3
تهرانپارس غربی,5200000000,2,61,1390,1,0,1,0,46,85245901.64,14,61,0,2,2
ازگل,13000000000,17,96,1388,2,1,1,1,13,135416666.7,16,192,1,2,2
قیطریه,18300000000,3,100,1400,2,1,1,1,177,183000000.0,4,200,0,3,2
هفت حوض,9450000000,5,78,1404,2,1,1,1,205,121153846.2,0,156,1,2,2
دیلمان,10500000000,3,138,1403,3,1,1,1,99,76086956.52,1,414,0,2,3
زنجان,11500000000,6,145,1401,3,1,1,1,105,79310344.83,3,435,1,2,3
فرمانیه,22500000000,2,120,1401,2,1,1,1,172,187500000.0,3,240,0,3,3
ظفر,16500000000,3,100,1400,2,1,1,1,166,165000000.0,4,200,0,3,2
تهرانپارس غربی,6000000000,3,81,1390,2,0,1,1,46,74074074.07,14,162,0,2,2
شهران شمالی,5950000000,3,50,1390,1,1,1,1,137,119000000.0,14,50,0,2,1
سلسبیل,5200000000,3,55,1403,1,1,1,1,117,94545454.55,1,55,0,2,2
سازمان آب,7400000000,4,50,1389,1,1,1,1,108,148000000.0,15,50,1,2,1
جنت‌آباد جنوبی,9800000000,5,85,1389,2,1,1,1,55,115294117.6,15,170,1,2,2
فرمانیه,15800000000,4,93,1385,2,1,1,1,172,169892473.1,19,186,1,3,2
سازمان برنامه,16800000000,4,118,1396,3,1,1,1,109,142372881.4,8,354,1,2,3
جیحون,4200000000,3,58,1393,1,1,1,1,61,72413793.1,11,58,0,2,2
اباذر,19700000000,3,115,1403,2,1,1,1,8,171304347.8,1,230,0,3,3
سازمان برنامه,6800000000,1,60,1385,1,0,1,1,109,113333333.3,19,60,0,2,2
کامرانیه,38500000000,5,170,1393,3,1,1,1,223,226470588.2,11,510,1,3,4
شهرک غرب,33000000000,4,158,1403,3,1,1,1,147,208860759.5,1,474,1,3,4
شهرک پرواز,10600000000,2,101,1389,2,1,1,1,151,104950495.0,15,202,0,2,3
دروس,24180000000,2,128,1393,3,1,1,1,90,188906250.0,11,384,0,3,3
گیشا (کوی نصر),14000000000,4,100,1384,2,1,1,1,234,140000000.0,20,200,1,2,2
قیطریه,18500000000,2,110,1388,2,1,1,1,177,168181818.2,16,220,0,3,3
گیشا (کوی نصر),16800000000,5,85,1400,2,1,1,1,234,197647058.8,4,170,1,3,2
مرزداران,16050000000,3,95,1390,2,1,1,1,185,168947368.4,14,190,0,3,2
نیاوران,39000000000,3,110,1403,2,1,1,1,200,354545454.5,1,220,0,3,3
سلسبیل,6700000000,3,70,1403,2,1,1,1,117,95714285.71,1,140,0,2,2
مرزداران,11350000000,5,92,1385,2,1,1,1,185,123369565.2,19,184,1,2,2
صادقیه,8850000000,1,105,1384,2,1,1,1,161,84285714.29,20,210,0,2,3
سازمان آب,16330000000,5,123,1403,2,1,1,1,108,132764227.6,1,246,1,2,3
سازمان برنامه,15200000000,1,106,1403,2,1,1,1,109,143396226.4,1,212,0,2,3
جنت‌آباد مرکزی,11490000000,5,108,1397,2,1,1,1,57,106388888.9,7,216,1,2,3
دروازه شمیران,7550000000,2,85,1385,2,1,1,1,89,88823529.41,19,170,0,2,2
شریف,25800000000,2,230,1403,3,1,1,1,131,112173913.0,1,690,0,2,5
هروی,11500000000,3,93,1388,2,1,1,1,204,123655914.0,16,186,0,2,2
سعادت‌آباد,19000000000,1,120,1402,2,1,1,1,114,158333333.3,2,240,0,3,3
پلیس,9200000000,5,85,1390,2,1,1,1,216,108235294.1,14,170,1,2,2
فرمانیه,34000000000,4,170,1390,3,1,1,1,172,200000000.0,14,510,1,3,4
قلهک,9200000000,2,81,1380,2,0,1,1,176,113580246.9,24,162,0,2,2
قیطریه,31700000000,5,100,1403,2,1,1,1,177,317000000.0,1,200,1,3,2
هفت چنار,10300000000,4,146,1403,3,1,1,1,206,70547945.21,1,438,1,2,3
پونک,6500000000,2,60,1385,1,1,1,1,217,108333333.3,19,60,0,2,2
ستارخان,9400000000,5,85,1395,2,1,1,1,111,110588235.3,9,170,1,2,2
سیدخندان,42500000000,3,185,1403,3,1,1,1,123,229729729.7,1,555,0,3,4
جنت‌آباد مرکزی,15500000000,3,105,1403,2,1,1,1,57,147619047.6,1,210,0,2,3
پونک,7500000000,3,58,1386,1,1,1,1,217,129310344.8,18,58,0,2,2
فرمانیه,34000000000,4,180,1393,4,1,1,1,172,188888888.9,11,720,1,3,4
جنت‌آباد مرکزی,7550000000,3,61,1397,1,1,1,1,57,123770491.8,7,61,0,2,2
سعادت‌آباد,25000000000,3,95,1403,2,1,1,1,114,263157894.7,1,190,0,3,2
دریاچه شهدای خلیج فارس,6300000000,0,81,1386,2,0,1,1,93,77777777.78,18,162,0,2,2
پونک,16900000000,3,150,1395,3,1,1,1,217,112666666.7,9,450,0,2,3
دریاچه شهدای خلیج فارس,8500000000,23,117,1403,2,1,1,1,93,72649572.65,1,234,1,2,3
گلاب دره,13750000000,3,110,1403,2,1,1,1,231,125000000.0,1,220,0,2,3
قیطریه,33000000000,2,165,1403,3,1,1,1,177,200000000.0,1,495,0,3,4
دیلمان,7120000000,1,90,1401,2,1,1,0,99,79111111.11,3,180,0,2,2
شریف,16000000000,3,123,1403,3,1,1,1,131,130081300.8,1,369,0,2,3
ارم,19500000000,4,130,1404,3,1,1,1,12,150000000.0,0,390,1,3,3
گلاب دره,17000000000,8,115,1403,3,1,1,1,231,147826087.0,1,345,1,2,3
شهران جنوبی,9800000000,3,95,1385,2,1,1,1,136,103157894.7,19,190,0,2,2
جنت‌آباد جنوبی,6600000000,2,58,1382,1,0,1,1,55,113793103.4,22,58,0,2,2
قیطریه,37500000000,2,150,1403,3,1,1,1,177,250000000.0,1,450,0,3,3
سنایی,32000000000,5,190,1402,3,1,1,1,119,168421052.6,2,570,1,3,4
نیاوران,14300000000,4,53,1398,1,1,1,1,200,269811320.8,6,53,1,3,2
شادمهر,6500000000,3,78,1380,2,0,1,1,125,83333333.33,24,156,0,2,2
پونک,12850000000,4,95,1398,2,1,1,1,217,135263157.9,6,190,1,2,2
یوسف‌آباد,36000000000,6,164,1402,3,1,1,1,236,219512195.1,2,492,1,3,4
سعادت‌آباد,52500000000,6,150,1403,3,1,1,1,114,350000000.0,1,450,1,3,3
سهروردی,22200000000,6,148,1403,3,1,1,1,120,150000000.0,1,444,1,3,3
دریاچه شهدای خلیج فارس,9500000000,19,128,1402,2,1,1,1,93,74218750.0,2,256,1,2,3
استاد معین,3850000000,3,54,1394,1,1,1,1,14,71296296.3,10,54,0,2,2
جنت‌آباد مرکزی,12900000000,4,113,1388,3,1,1,1,57,114159292.0,16,339,1,2,3
فاطمی,20250000000,2,135,1403,2,1,1,1,169,150000000.0,1,270,0,3,3
باغ فیض,12850000000,4,95,1398,2,1,1,1,35,135263157.9,6,190,1,2,2
فرمانیه,33000000000,5,160,1388,3,1,1,1,172,206250000.0,16,480,1,3,4
اکباتان,16500000000,7,171,1371,3,1,1,1,29,96491228.07,33,513,1,2,4
سرو آزاد,11000000000,2,116,1400,2,1,1,1,113,94827586.21,4,232,0,2,3
حسین‌آباد,33200000000,5,163,1402,3,1,1,1,62,203680981.6,2,489,1,3,4
یوسف‌آباد,19700000000,6,120,1403,3,1,1,1,236,164166666.7,1,360,1,3,3
جیحون,2450000000,2,35,1380,1,0,1,1,61,70000000.0,24,35,0,2,1
کوی فردوس,12450000000,3,83,1403,2,1,1,1,229,150000000.0,1,166,0,3,2
پونک,9900000000,3,70,1385,2,1,1,1,217,141428571.4,19,140,0,2,2
سعادت‌آباد,60000000000,2,175,1403,3,1,1,1,114,342857142.9,1,525,0,3,4
فاطمی,17400000000,3,111,1400,2,1,1,1,169,156756756.8,4,222,0,3,3
پاسداران,23150000000,2,110,1402,2,1,1,1,213,210454545.5,2,220,0,3,3
شریف,16500000000,1,150,1403,3,1,1,1,131,110000000.0,1,450,0,2,3
باغ فیض,8700000000,2,95,1388,2,1,1,1,35,91578947.37,16,190,0,2,2
باغ فیض,7200000000,4,76,1383,2,1,1,1,35,94736842.11,21,152,1,2,2
پونک,23000000000,4,150,1398,3,1,1,1,217,153333333.3,6,450,1,3,3
جیحون,5000000000,0,57,1388,1,0,1,1,61,87719298.25,16,57,0,2,2
پاسداران,17000000000,5,116,1387,2,1,1,1,213,146551724.1,17,232,1,2,3
جیحون,7000000000,3,65,1402,1,1,1,1,61,107692307.7,2,65,0,2,2
شریف,11900000000,2,120,1403,3,1,1,1,131,99166666.67,1,360,0,2,3
شهرک ژاندارمری,10200000000,1,68,1392,1,1,1,1,152,150000000.0,12,68,0,3,2
ظفر,20500000000,2,180,1377,4,1,1,1,166,113888888.9,27,720,0,2,4
هروی,13500000000,6,105,1400,2,1,1,1,204,128571428.6,4,210,1,2,3
باغ فیض,9300000000,1,90,1390,2,1,1,1,35,103333333.3,14,180,0,2,2
هروی,14500000000,6,108,1400,2,1,1,1,204,134259259.3,4,216,1,2,3
میرداماد,6800000000,0,42,1380,1,1,1,0,192,161904761.9,24,42,0,3,1
شهران جنوبی,9000000000,2,83,1398,2,1,1,1,136,108433734.9,6,166,0,2,2
پونک,7100000000,3,80,1386,2,0,1,1,217,88750000.0,18,160,0,2,2
حکمت,19800000000,1,110,1402,2,1,1,1,65,180000000.0,2,220,0,3,3
میرداماد,26500000000,2,123,1402,3,1,1,1,192,215447154.5,2,369,0,3,3
سازمان برنامه,23500000000,1,165,1397,3,1,1,1,109,142424242.4,7,495,0,2,4
مرزداران,9400000000,3,64,1390,1,1,1,1,185,146875000.0,14,64,0,2,2
شهران شمالی,19957000000,5,125,1403,3,1,1,1,137,159656000.0,1,375,1,3,3
سازمان برنامه,7850000000,0,67,1382,2,0,1,0,109,117164179.1,22,134,0,2,2
جیحون,7000000000,3,64,1402,1,1,1,1,61,109375000.0,2,64,0,2,2
دروس,12900000000,5,75,1385,2,1,1,1,90,172000000.0,19,150,1,3,2
یوسف‌آباد,17500000000,2,100,1401,2,1,1,1,236,175000000.0,3,200,0,3,2
سازمان آب,16850000000,2,115,1401,3,1,1,1,108,146521739.1,3,345,0,2,3
حکیمیه,7890000000,6,87,1402,2,1,1,1,66,90689655.17,2,174,1,2,2
جنت‌آباد شمالی,5350000000,3,45,1390,1,0,1,1,56,118888888.9,14,45,0,2,1
هاشمی,6120000000,5,86,1403,2,1,1,1,203,71162790.7,1,172,1,2,2
سازمان آب,9870000000,5,84,1403,2,1,1,1,108,117500000.0,1,168,1,2,2
سازمان برنامه,9500000000,4,78,1388,2,1,1,1,109,121794871.8,16,156,1,2,2
حکمت,15300000000,2,88,1386,2,1,1,1,65,173863636.4,18,176,0,3,2
سازمان آب,17385000000,5,126,1401,3,1,1,1,108,137976190.5,3,378,1,2,3
پاسداران,18850000000,4,130,1401,2,1,1,1,213,145000000.0,3,260,1,2,3
یوسف‌آباد,13300000000,3,126,1383,3,0,1,1,236,105555555.6,21,378,0,2,3
پاتریس لومومبا,14100000000,5,105,1403,2,1,1,1,212,134285714.3,1,210,1,2,3
میرداماد,35000000000,1,163,1400,3,1,1,1,192,214723926.4,4,489,0,3,4
شهرک غرب,27500000000,4,168,1380,3,1,1,1,147,163690476.2,24,504,1,3,4
حسین‌آباد,17200000000,7,117,1402,2,1,1,1,62,147008547.0,2,234,1,2,3
شهر زیبا,9350000000,6,87,1398,2,1,1,1,134,107471264.4,6,174,1,2,2
پاسداران,20160000000,3,180,1402,3,1,1,1,213,112000000.0,2,540,0,2,4
سلسبیل,6000000000,1,56,1393,1,1,1,1,117,107142857.1,11,56,0,2,2
دردشت,5150000000,3,58,1384,2,0,1,1,88,88793103.45,20,116,0,2,2
سازمان آب,10000000000,4,100,1398,2,1,1,1,108,100000000.0,6,200,1,2,2
باغ فیض,8950000000,4,76,1393,2,1,1,1,35,117763157.9,11,152,1,2,2
قیطریه,31000000000,1,140,1400,3,1,1,1,177,221428571.4,4,420,0,3,3
شهر زیبا,16500000000,3,144,1403,3,1,1,1,134,114583333.3,1,432,0,2,3
شهرک ژاندارمری,20000000000,5,155,1382,3,1,1,1,152,129032258.1,22,465,1,2,4
صادقیه,18500000000,4,140,1403,3,1,1,1,161,132142857.1,1,420,1,2,3
ایوانک,21200000000,6,125,1397,3,1,1,1,32,169600000.0,7,375,1,3,3
سیدخندان,26000000000,3,185,1400,3,1,1,1,123,140540540.5,4,555,0,2,4
شهرک نفت (منطقه ۵),8350000000,3,70,1385,2,1,1,1,148,119285714.3,19,140,0,2,2
پاسداران,23400000000,9,180,1403,3,1,1,1,213,130000000.0,1,540,1,2,4
زعفرانیه,60000000000,7,180,1399,3,1,1,1,103,333333333.3,5,540,1,3,4
وحیدیه,7500000000,3,98,1390,2,1,1,1,208,76530612.24,14,196,0,2,2
گیشا (کوی نصر),20500000000,3,90,1403,2,1,1,1,234,227777777.8,1,180,0,3,2
مرزداران,17280000000,1,108,1403,2,1,1,1,185,160000000.0,1,216,0,3,3
پلیس,3700000000,1,52,1394,1,0,1,1,216,71153846.15,10,52,0,2,2
گیشا (کوی نصر),19500000000,4,100,1399,2,1,1,1,234,195000000.0,5,200,1,3,2
طرشت,10100000000,4,80,1403,2,1,1,1,164,126250000.0,1,160,1,2,2
گیشا (کوی نصر),14700000000,3,93,1388,2,1,1,1,234,158064516.1,16,186,0,3,2
سازمان برنامه,9700000000,3,78,1399,2,1,1,1,109,124358974.4,5,156,0,2,2
گیشا (کوی نصر),18700000000,4,115,1403,3,1,1,1,234,162608695.7,1,345,1,3,3
جنت‌آباد جنوبی,24000000000,4,133,1402,3,1,1,1,55,180451127.8,2,399,1,3,3
سوهانک,16900000000,3,143,1390,2,1,1,1,121,118181818.2,14,286,0,2,3
اسکندری,3330000000,7,47,1389,1,1,1,1,16,70851063.83,15,47,1,2,1
طرشت,12870000000,4,110,1403,2,1,1,1,164,117000000.0,1,220,1,2,3
نیاوران,20700000000,3,135,1397,3,1,1,1,200,153333333.3,7,405,0,3,3
گیشا (کوی نصر),16500000000,3,95,1395,2,1,1,1,234,173684210.5,9,190,0,3,2
گیشا (کوی نصر),35700000000,1,170,1402,3,1,1,1,234,210000000.0,2,510,0,3,4
تهرانپارس غربی,9500000000,4,100,1384,2,1,1,1,46,95000000.0,20,200,1,2,2
گیشا (کوی نصر),25900000000,4,150,1397,3,1,1,1,234,172666666.7,7,450,1,3,3
اکباتان,9500000000,0,62,1371,1,1,1,0,29,153225806.5,33,62,0,3,2
سعادت‌آباد,49500000000,3,150,1399,3,1,1,1,114,330000000.0,5,450,0,3,3
سازمان آب,10500000000,3,105,1395,2,1,1,1,108,100000000.0,9,210,0,2,3
سعادت‌آباد,23100000000,5,136,1388,3,1,1,1,114,169852941.2,16,408,1,3,3
آذربایجان,6000000000,1,56,1395,1,1,1,1,3,107142857.1,9,56,0,2,2
تهرانپارس غربی,8500000000,5,81,1388,2,1,1,1,46,104938271.6,16,162,1,2,2
ارم,14300000000,4,135,1390,3,1,1,1,12,105925925.9,14,405,1,2,3
سلامت,5500000000,2,49,1378,1,0,1,0,116,112244898.0,26,49,0,2,1
دریاچه شهدای خلیج فارس,9200000000,5,102,1393,2,1,1,1,93,90196078.43,11,204,1,2,3
شریف,5800000000,4,70,1403,1,1,1,1,131,82857142.86,1,70,1,2,2
کوی فردوس,18300000000,4,190,1385,4,1,1,1,229,96315789.47,19,760,1,2,4
گیشا (کوی نصر),12900000000,3,90,1380,2,1,1,1,234,143333333.3,24,180,0,2,2
قیطریه,29000000000,2,165,1385,3,1,1,1,177,175757575.8,19,495,0,3,4
زنجان,4200000000,0,60,1386,1,0,1,0,105,70000000.0,18,60,0,2,2
گیشا (کوی نصر),15500000000,3,100,1392,2,1,1,1,234,155000000.0,12,200,0,3,2
